customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,avg_monthly_spend,spend_trend_ratio,service_count,streaming_count,has_protection_bundle,is_month_to_month,is_electronic_check,is_auto_payment,is_new_customer,family_account,tenure_bucket,charge_per_service,revenue_at_risk_annual
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,0,112.03,1.023,9,2,1,0,0,0,0,1,4y+,12.74,1375.8
0207-MDKNV,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,105.52,0.996,7,2,1,1,1,0,0,0,1-2y,15.01,1261.2
0208-BPQEJ,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,198.1,0,16.51,1.175,1,0,0,1,0,1,0,1,7-12m,19.4,232.8
0212-ISBBF,Female,0,No,No,22,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,0,49.95,1.008,4,2,0,1,1,0,0,0,1-2y,12.59,604.2
0214-JHPFW,Female,0,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,0,57.7,1.002,6,2,0,0,0,1,0,1,4y+,9.63,693.6
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,0,81.29,1.037,5,0,0,1,0,1,0,0,2-4y,16.86,1011.6
0218-QNVAS,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.55,7113.75,0,100.19,1.004,6,2,0,0,0,1,0,1,4y+,16.76,1206.6
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,576.65,0,19.22,1.03,1,0,0,0,0,1,0,1,2-4y,19.8,237.6
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,1,92.97,0.912,5,0,0,1,0,1,1,1,0-6m,16.96,1017.6
0220-EBGCE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,83.65,1.026,4,1,0,1,1,0,1,0,0-6m,21.46,1030.2
0221-NAUXK,Male,0,No,Yes,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.95,219.5,0,21.95,0.909,1,0,0,0,0,1,0,1,7-12m,19.95,239.4
0221-WMXNQ,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,0,68.35,1.102,3,0,0,1,1,0,1,0,0-6m,25.12,904.2
0222-CNVPT,Male,1,No,No,52,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0,49.14,0.993,4,2,0,1,0,1,0,0,4y+,12.2,585.6
0224-HJAPT,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,1,44.63,1.056,3,0,0,1,1,0,1,0,0-6m,15.72,565.8
0224-NIJLP,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,165.5,0,20.69,0.974,1,0,0,0,0,0,0,1,7-12m,20.15,241.8
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,0,44.65,0.992,2,0,0,1,1,0,1,0,0-6m,22.15,531.6
0225-ZORZP,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,0,78.35,1.076,4,1,0,1,1,0,1,0,0-6m,21.07,1011.6
0228-MAUWC,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,0,60.24,0.989,5,0,0,1,1,0,0,0,1-2y,11.91,714.6
0229-LFJAF,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,0,68.17,1.022,7,0,1,0,0,1,0,0,4y+,9.95,835.8
0230-UBYPQ,Male,1,Yes,No,63,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,0,36.49,0.989,3,0,1,0,0,1,0,1,4y+,12.03,433.2
0230-WEQUW,Male,0,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,57.41,0.986,6,1,1,0,0,1,0,1,4y+,9.43,679.2
0231-LXVAP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,1,75.9,1.0,3,0,0,1,1,0,1,0,0-6m,25.3,910.8
0233-FTHAV,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,0,79.42,0.997,4,0,0,0,0,1,0,0,4y+,19.8,950.4
0234-TEVTT,Female,0,Yes,Yes,48,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,45.76,0.983,4,1,0,0,0,1,0,1,2-4y,11.25,540.0
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,1,85.55,1.0,4,1,0,1,0,1,1,0,0-6m,21.39,1026.6
0236-HFWSV,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,1,96.31,0.969,5,2,0,1,1,0,0,0,1-2y,18.67,1120.2
0237-YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,0,108.12,1.014,8,2,1,1,0,1,0,1,4y+,13.71,1315.8
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,88.05,1.019,9,2,1,0,0,1,0,1,4y+,9.97,1076.4
0239-OXEXL,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,0,83.64,1.007,5,0,0,1,0,0,0,0,2-4y,16.85,1011.0
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0,93.51,0.991,9,2,1,0,0,1,0,1,4y+,10.29,1111.8
0247-SLUJI,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,19.7,0,19.7,1.0,1,0,0,1,0,0,1,1,0-6m,19.7,236.4
0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,50.1,1.0,3,0,0,1,1,0,1,0,0-6m,16.7,601.2
0248-PGHBZ,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,0,91.65,1.009,6,1,1,0,0,1,0,0,4y+,15.41,1109.4
0253-ZTEOB,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,0,80.63,0.988,7,2,0,0,1,0,0,1,2-4y,11.38,955.8
0254-FNMCI,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,0,105.89,1.038,8,2,1,0,1,0,0,0,4y+,13.74,1318.8
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,0,83.74,0.972,8,1,1,0,0,1,0,1,4y+,10.18,976.8
0254-WWRKD,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,0,51.22,0.987,3,0,0,0,0,1,0,1,4y+,16.85,606.6
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,79.54,1.019,3,1,0,1,1,0,0,1,2-4y,27.02,972.6
0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,0,63.92,0.977,5,0,0,1,0,1,0,1,2-4y,12.49,749.4
0257-ZESQC,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,71.46,1.052,3,0,0,1,0,1,0,1,2-4y,25.07,902.4
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0,89.48,1.01,5,1,0,1,1,0,1,0,0-6m,18.08,1084.8
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,90.75,0.944,4,1,0,1,1,0,1,0,0-6m,21.41,1027.8
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,1,72.38,1.007,6,2,0,1,0,0,0,1,7-12m,12.15,874.8
0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,0,69.73,1.011,6,1,1,0,0,1,0,1,4y+,11.75,846.0
0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1389.6,0,19.57,1.027,1,0,0,0,0,1,0,1,4y+,20.1,241.2
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,1,71.98,1.041,3,0,0,1,1,0,0,1,2-4y,24.97,898.8
0265-PSUAE,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,0,95.17,1.058,6,2,0,1,0,1,0,1,1-2y,16.78,1208.4
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,100.27,1.054,7,2,0,0,0,1,0,1,4y+,15.09,1267.8
0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,0,111.92,1.021,9,2,1,0,0,1,0,1,4y+,12.7,1371.6
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,58.85,1,19.62,1.007,1,0,0,1,1,0,1,0,0-6m,19.75,237.0
0269-XFESX,Male,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.35,538.5,0,23.41,1.04,2,0,0,0,0,0,0,1,1-2y,12.18,292.2
0270-THENM,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,0,70.87,0.986,7,0,1,0,0,1,0,1,4y+,9.98,838.2
0274-JKUJR,Male,0,Yes,Yes,7,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,0,66.53,0.885,6,2,0,1,0,0,0,1,7-12m,9.81,706.2
0277-BKSQP,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,0,59.39,0.916,3,1,0,1,1,0,0,1,7-12m,18.13,652.8
0277-ORXQS,Male,0,Yes,Yes,66,No,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,0,50.98,0.992,4,2,0,0,0,1,0,1,4y+,12.64,606.6
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.05,113.85,1,22.77,0.924,1,0,0,1,0,0,1,0,0-6m,21.05,252.6
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,102.78,1.009,7,2,0,1,0,1,0,0,4y+,14.81,1244.4
0281-CNTZX,Male,0,Yes,No,63,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0,19.6,1.018,1,0,0,0,0,1,0,1,4y+,19.95,239.4
0282-NVSJS,Female,1,Yes,Yes,12,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,0,29.66,0.988,2,0,0,1,0,0,0,1,7-12m,14.65,351.6
0285-INHLN,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,0,55.94,0.979,4,0,0,1,0,1,0,1,2-4y,13.69,657.0
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,0,56.65,1.069,5,0,0,1,1,0,0,0,2-4y,12.11,726.6
0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0,83.78,1.029,8,2,0,1,1,0,0,1,4y+,10.78,1034.4
0295-PPHDO,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,1,95.45,1.0,5,2,0,1,1,0,1,0,0-6m,19.09,1145.4
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,0,63.62,1.005,5,1,0,1,0,1,1,0,0-6m,12.79,767.4
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,0,64.83,1.008,5,1,0,0,0,1,0,0,1-2y,13.07,784.2
0298-XACET,Male,0,Yes,Yes,52,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,0,49.12,1.022,5,1,0,0,0,0,0,1,4y+,10.04,602.4
0301-FIDRB,Female,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,0,65.06,0.981,7,2,1,0,0,1,0,1,4y+,9.11,765.6
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,0,19.2,1.044,1,0,0,0,0,1,0,0,2-4y,20.05,240.6
0302-JOIVN,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1,105.36,0.96,6,2,0,1,1,0,0,1,7-12m,16.86,1213.8
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,0,61.75,1.053,5,1,0,0,0,0,0,0,2-4y,13.0,780.0
0303-WMMRN,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.25,86.05,0,17.21,1.119,1,0,0,1,0,0,1,0,0-6m,19.25,231.0
0305-SQECB,Female,0,No,Yes,11,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,0,36.6,0.985,3,0,1,0,0,0,0,1,7-12m,12.02,432.6
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,90.68,1.06,5,2,0,1,1,0,1,0,0-6m,19.22,1153.2
0307-BCOPK,Female,0,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.05,326.65,0,20.42,0.933,1,0,0,0,0,0,0,0,1-2y,19.05,228.6
0308-GIQJT,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,103.98,1.017,7,2,0,0,0,1,0,0,4y+,15.11,1269.0
0308-IVGOK,Female,0,No,No,11,No,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,0,38.42,1.052,4,0,0,0,0,1,0,0,7-12m,10.1,484.8
0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,1,98.53,1.006,6,2,0,1,1,0,0,1,4y+,16.53,1189.8
0310-SUCIN,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0,85.16,0.996,8,2,1,0,0,1,0,1,4y+,10.6,1017.6
0310-VQXAM,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,178.8,0,19.87,0.999,1,0,0,1,0,0,0,0,7-12m,19.85,238.2
0311-QYWSS,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,0,52.43,0.943,3,0,0,1,1,0,1,0,0-6m,16.48,593.4
0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,1,87.47,1.015,4,2,0,1,0,1,0,0,2-4y,22.2,1065.6
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,0,53.82,1.025,4,0,0,1,0,0,1,0,0-6m,13.79,661.8
0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0,80.8,1.05,4,1,0,1,1,0,0,0,7-12m,21.2,1017.6
0318-QUUOB,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,1,80.55,1.0,3,1,0,1,1,0,1,1,0-6m,26.85,966.6
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,19.86,1.014,1,0,0,0,0,1,0,1,4y+,20.15,241.8
0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,0,56.2,1.044,4,1,0,1,0,1,1,1,0-6m,14.68,704.4
0320-DWVTU,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,0,102.34,0.972,7,1,1,0,0,0,0,0,4y+,14.21,1194.0
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,101.36,0.985,6,2,1,1,1,0,0,1,1-2y,16.64,1198.2
0322-CHQRU,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1,44.75,1.013,2,0,0,1,1,0,1,0,0-6m,22.68,544.2
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,1,48.55,1.0,3,0,0,1,0,0,1,0,0-6m,16.18,582.6
0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.4,121.25,0,40.42,0.653,2,0,0,0,0,0,1,1,0-6m,13.2,316.8
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,1,100.76,0.994,6,2,0,1,1,0,0,1,4y+,16.7,1202.4
0325-XBFAC,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,1,92.54,1.023,5,2,0,1,1,0,0,0,7-12m,18.94,1136.4
0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,99.75,0.979,6,2,0,0,1,0,0,1,4y+,16.28,1171.8
0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,0,98.35,1.017,6,2,0,0,1,0,0,1,2-4y,16.67,1200.0
0328-GRPMV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,1,70.1,1.0,2,0,0,1,1,0,1,0,0-6m,35.05,841.2
0329-GTIAJ,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,1,105.1,0.931,6,2,0,1,1,0,1,0,0-6m,16.32,1174.8
0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,0,102.63,0.999,7,2,0,0,0,1,0,1,4y+,14.64,1230.0
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,1,66.03,1.059,2,0,0,1,1,0,1,1,0-6m,34.98,839.4
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,77.9,1.044,4,0,0,1,1,0,1,0,0-6m,20.34,976.2
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,0,62.95,1.049,6,0,1,0,0,1,0,1,4y+,11.01,792.6
0336-KXKFK,Male,0,No,No,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,0,60.98,1.004,6,2,1,0,0,1,0,0,4y+,10.2,734.4
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,74.45,0.999,7,1,1,0,0,1,0,1,4y+,10.63,892.8
0337-CNPZE,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,1,108.38,0.981,7,2,0,1,1,0,0,0,2-4y,15.19,1275.6
0343-QLUZP,Male,0,No,No,60,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,0,40.41,0.98,4,0,0,0,0,1,0,0,4y+,9.9,475.2
0345-HKJVM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,1,96.27,0.928,4,2,0,1,1,0,1,0,0-6m,22.32,1071.6
0345-XMMUG,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,0,105.53,1.032,8,2,0,0,0,1,0,1,2-4y,13.61,1306.8
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,320.45,0,21.36,0.932,1,0,0,1,0,0,0,0,1-2y,19.9,238.8
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,1,101.47,1.006,7,2,0,1,0,1,0,1,4y+,14.59,1225.2
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,426.65,0,18.55,1.057,1,0,0,0,0,1,0,1,1-2y,19.6,235.2
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,1,93.91,1.053,6,2,0,1,1,0,0,1,2-4y,16.48,1186.8
0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,47.45,0.967,2,0,0,1,0,1,0,1,7-12m,22.95,550.8
0356-OBMAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,101.9,0.98,7,1,0,0,0,1,0,0,4y+,14.27,1198.8
0357-NVCRI,Female,0,No,Yes,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,471.7,0,18.87,1.063,1,0,0,1,0,1,0,1,2-4y,20.05,240.6
0361-HJRDX,Female,0,No,No,68,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,0,66.76,0.964,7,2,1,0,0,1,0,0,4y+,9.19,772.2
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,830.25,0,20.76,0.947,1,0,0,0,0,1,0,0,2-4y,19.65,235.8
0362-ZBZWJ,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,1,85.2,0.996,4,1,0,1,1,0,0,0,2-4y,21.23,1018.8
0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,1,107.28,1.008,8,2,1,1,0,1,0,0,2-4y,13.52,1297.8
0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,0,88.22,0.984,9,2,1,0,0,1,0,1,4y+,9.65,1042.2
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,0,102.5,1.0,7,2,0,1,1,0,0,1,1-2y,14.65,1230.6
